;show_date;Artist;Title;Album;Year
455;Dec 1. 2022 ;Cherry Glazerr;Nurse Ratched;Nurse Ratched;2016
456;Dec 1. 2022 ;Blondie;One Way Or Another (2001 - Remaster);One Way Or Another;2013
457;Dec 1. 2022 ;Crocodiles;I Wanna Kill;Summer of Hate (Bonus Track Version);2014
458;Dec 1. 2022 ;Broken Bells;The Ghost Inside;The Ghost Inside;2010
459;Dec 1. 2022 ;Car Seat Headrest;Vincent;Vincent;2016
460;Dec 1. 2022 ;BRONCHO;Deena;Just Enough Hip to Be Woman;2014
461;Dec 1. 2022 ;Built To Spill;Sidewalk;Sidewalk;1999
462;Dec 1. 2022 ;Courtney Barnett;Nobody Really Cares If You Don't Go To The Party;Sometimes I Sit And Think. And Sometimes I Just Sit;2015
463;Dec 1. 2022 ;Radiohead;Man of War;Man of War;2017
464;Dec 1. 2022 ;The White Stripes;Rag And Bone;Rag And Bone;2007
465;Dec 1. 2022 ;Ne-Hi;Since I've Been Thinking;NE-HI;2014
466;Dec 1. 2022 ;Neutral Milk Hotel;You've Passed;On Avery Island;1996
467;Dec 1. 2022 ;Tacocat;The Internet;Lost Time;2016
468;Dec 1. 2022 ;Frankie Cosmos;On the Lips;On the Lips;2016
469;Dec 1. 2022 ;The Unicorns;I Was Born (A Unicorn);Who Will Cut Our Hair When We're Gone? (Remastered);2014
470;Nov 27. 2022;CAKE;The Distance;Fashion Nugget;2001
471;Nov 27. 2022;R.E.M.;Supernatural Superserious;Accelerate (Standard Version);2008
472;Nov 27. 2022;Black Lips;Go out and Get It;Arabia Mountain;2011
473;Nov 27. 2022;Superchunk;Me & You & Jackie Mittoo;I Hate Music;2013
474;Nov 27. 2022;Built to Spill;Get A Life;Ultimate Alternative Wavers;1993
475;Nov 27. 2022;Yoko and the Oh No's;She Ain't Mine;Yoko and the Oh No's;2015
476;Nov 27. 2022;Wolf Parade;Modern World;Apologies To The Queen Mary;2005
477;Nov 27. 2022;Yo La Tengo;Big Day Coming;Big Day Coming;1993
478;Nov 27. 2022;Ty Segall;Shoot You Up;Freedom's Goblin;2018
479;Nov 27. 2022;Vampire Weekend;Run;Run;2010
480;Nov 27. 2022;Twin Peaks;Keep It Together;Down In Heaven;2016
481;Nov 27. 2022;Jay Reatard;Oh It's Such a Shame;Blood Visions;2009
482;Nov 27. 2022;Tapes ‘n Tapes;Insistor;The Loon;2006
483;Nov 27. 2022;Tame Impala;Solitude Is Bliss;Hits 2010;2019
484;Nov 27. 2022;Talking Heads;Sugar on My Tongue (2003 Remaster);Sugar on My Tongue (Remastered);2014
485;Nov 27. 2022;The White Stripes;I Can't Wait;I Can't Wait;2001
486;Nov 27. 2022;Supergrass;Alright;Lol;2009
487;Nov 27. 2022;Spookyland;Discipline;Beauty Already Beautiful;2016
488;Nov 27. 2022;Sonic Youth;Junkie's Promise;Washing Machine;1995
489;Nov 27. 2022;Sleater-Kinney;Bury Our Friends;Bury Our Friends;2015
490;Nov 27. 2022;Parquet Courts;Dust;Dust;2016
491;Nov 27. 2022;Chastity Belt;It's Obvious;I Used to Spend So Much Time Alone;2017
492;Nov 27. 2022;Jon Spencer Blues Explosion;The Midnight Creep;Plastic Fang;2002
493;Nov 27. 2022;Radiohead;There. There;There. There;2003
494;Nov 27. 2022;Wilco;Kamera;Kamera;2002
495;Nov 27. 2022;Vivian Girls;Lake House;Share the Joy;2016
496;Nov 27. 2022;Violent Femmes;Gimme The Car;Violent Femmes;2021
497;Nov 27. 2022;My Morning Jacket;First Light;Circuital;2011
498;Nov 27. 2022;Okkervil River;Unless It's Kicks;The Stage Names;2007
499;Nov 27. 2022;The Breeders;Drivin' on 9;Drivin' on 9;1993
500;Nov 27. 2022;Tobin Sprout;Future Boy Today / Man of Tomorrow;Future Boy Today / Man of Tomorrow;2016
501;Nov 27. 2022;The Kills;Ticket Man;No Wow;2005
502;Nov 27. 2022;Astralasia;Realise Your Purpose;Astralogy;2014
503;Nov 27. 2022;Car Seat Headrest;My Boy;My Boy;2018
504;Nov 24. 2022;The Alternative Strike;Loser;The Marvelous Superhero: Jessica Jones;2016
505;Nov 24. 2022;Beach Bunny;Cloud 9;Cloud 9;2020
506;Nov 24. 2022;The Clean;Anything Could Happen;Anthology;2003
507;Nov 24. 2022;The National;Bloodbuzz Ohio;Bloodbuzz Ohio;2010
508;Nov 24. 2022;Goodgirl;Alienation;Poor Habits;2019
509;Nov 24. 2022;Twin Peaks;Making Breakfast;Wild Onion;2014
510;Nov 24. 2022;The Brian Jonestown Massacre;Anenome;Harbour Boat Trips. Vol. 01 Copenhagen (Mixed by Trentemøller);2009
511;Nov 24. 2022;Night Beats;H-Bomb (Live At Valentine);Live At Valentine;2022
512;Nov 24. 2022;Dehd;Eggshells;Eggshells;2022
513;Nov 24. 2022;BRONCHO;Easy Way Out;Bad Behavior;2018
514;Nov 24. 2022;Cloud Nothings;Wasted Days;Attack On Memory;2012
515;Nov 24. 2022;Allah-Las;Polar Onion;LAHS;2019
516;Nov 24. 2022;Weezer;Undone -- The Sweater Song;Weezer;2004
517;Nov 24. 2022;Delta Spirit;People C'Mon;Music From and Inspired By The Big C;2011
518;Nov 24. 2022;My Morning Jacket;Mahgeetah;It Still Moves;2003
519;Nov 24. 2022;Neutral Milk Hotel;Everything Is;Everything Is;2001
520;Nov 24. 2022;Parquet Courts;Dust;Dust;2016
521;Nov 24. 2022;Veruca Salt;The Museum of Broken Relationships;Ghost Notes;2015
522;Nov 24. 2022;Violent Femmes;He Likes Me;Why Do Birds Sing? (Deluxe Edition);2021
523;Nov 24. 2022;Vampire Weekend;Campus (Album);Vampire Weekend;2008
524;Nov 24. 2022;Yo La Tengo;Autumn Sweater;Prisoners of Love - A Smattering of Scintillating Senescent Songs 1985-2003;2005
525;Nov 24. 2022;Wolf Parade;Shine A LIght;Apologies To The Queen Mary;2005
526;Nov 24. 2022;Wilco;Wilco (The Song);Wilco (The Song);2009
527;Nov 24. 2022;The White Stripes;Catch Hell Blues;Catch Hell Blues;2007
528;Nov 24. 2022;Voxtrot;The Start Of Something;Raised By Wolves EP;2005
529;Nov 24. 2022;Vivian Girls;I Can't Stay;I Can't Stay;2008
530;Nov 24. 2022;Teenage Fanclub;Star Sign;Original Album Classics;2012
531;Nov 24. 2022;Talking Heads;Sugar on My Tongue (2003 Remaster);Sugar on My Tongue (Remastered);2014
532;Nov 20. 2022;Beck;Loser;Mellow Gold;1994
533;Nov 20. 2022;Beach Bunny;Cloud 9;Cloud 9;2020
534;Nov 20. 2022;The Clean;Anything Could Happen;Anthology;2003
535;Nov 20. 2022;The National;Bloodbuzz Ohio;Bloodbuzz Ohio;2010
536;Nov 20. 2022;Goodgirl;Alienation;Poor Habits;2019
537;Nov 20. 2022;Twin Peaks;Making Breakfast;Wild Onion;2014
538;Nov 20. 2022;The Brian Jonestown Massacre;Anenome;Harbour Boat Trips. Vol. 01 Copenhagen (Mixed by Trentemøller);2009
539;Nov 20. 2022;The Orwells;Buddy;Buddy;2016
540;Nov 20. 2022;Night Beats;H-Bomb (Live At Valentine);Live At Valentine;2022
541;Nov 20. 2022;Dehd;Eggshells;Eggshells;2022
542;Nov 20. 2022;BRONCHO;Easy Way Out;Bad Behavior;2018
543;Nov 20. 2022;Cloud Nothings;Wasted Days;Attack On Memory;2012
544;Nov 20. 2022;Allah-Las;Polar Onion;LAHS;2019
545;Nov 20. 2022;Weezer;Undone -- The Sweater Song;Weezer;2004
546;Nov 20. 2022;Delta Spirit;People C'Mon;Music From and Inspired By The Big C;2011
547;Nov 20. 2022;My Morning Jacket;Mahgeetah;It Still Moves;2003
548;Nov 20. 2022;Neutral Milk Hotel;Everything Is;Everything Is;2001
549;Nov 20. 2022;Parquet Courts;Dust;Dust;2016
550;Nov 20. 2022;Veruca Salt;The Museum of Broken Relationships;Ghost Notes;2015
551;Nov 20. 2022;Violent Femmes;He Likes Me;Why Do Birds Sing?;2011
552;Nov 20. 2022;Wolf Parade;Shine A LIght;Apologies To The Queen Mary;2005
553;Nov 20. 2022;Wilco;Wilco (The Song);Wilco (The Song);2009
554;Nov 20. 2022;The White Stripes;Catch Hell Blues;Catch Hell Blues;2007
555;Nov 20. 2022;Voxtrot;The Start Of Something;Raised By Wolves EP;2005
556;Nov 20. 2022;Vivian Girls;I Can't Stay;I Can't Stay;2008
557;Nov 20. 2022;Teenage Fanclub;Star Sign;Original Album Classics;2012
558;Nov 20. 2022;Talking Heads;Sugar on My Tongue (2003 Remaster);Sugar on My Tongue (Remastered);2014
559;Nov 20. 2022;The Replacements;Can't Hardly Wait;Pleased To Meet Me [Expanded Edition];2008
560;Nov 20. 2022;Astralasia;Realise Your Purpose;Astralogy;2014
561;Nov 17. 2022;Vampire Weekend;M79;M79;2008
562;Nov 17. 2022;Oblivians;Bald Headed Woman;Best of the Worst (93-97);2012
563;Nov 17. 2022;Lucy Dacus;Hot & Heavy;Hot & Heavy;2021
564;Nov 17. 2022;Limes;Poor Boy;Tarantula! / Blue Blood;2011
565;Nov 17. 2022;Courtney Barnett;Rae Street;Things Take Time. Take Time;2021
566;Nov 17. 2022;Ultimate Sound Effects Library;Car Sound Effects;Sound Effects Library for Internet Videos. Vol. 1;2015
567;Nov 17. 2022;Guided By Voices;Mincer Ray;Bee Thousand;2005
568;Nov 17. 2022;Hanni El Khatib;Black Constellation;Savage Times;2017
569;Nov 17. 2022;Weaves;Drag Me Down;Drag Me Down;2018
570;Nov 17. 2022;Ween;Captain Fantasy;Live at Stubb's;2003
571;Nov 17. 2022;Neutral Milk Hotel;Tuesday Moon;Everything Is;2001
572;Nov 17. 2022;Tacocat;You Can't Fire Me. I Quit;Lost Time;2016
573;Nov 17. 2022;Pixies;Vamos;Vamos;1988
574;Nov 17. 2022;Radiohead;Paranoid Android;The Best Of;2008
575;Nov 17. 2022;The Unicorns;I Was Born (A Unicorn);Who Will Cut Our Hair When We're Gone? (Remastered);2014
576;Nov 17. 2022;Vivian Girls;Sick;Sick;2019
577;Nov 17. 2022;Rolling Blackouts Coastal Fever;Talking Straight;Talking Straight;2018
578;Nov 17. 2022;Salad Boys;Psych Slasher;Psych Slasher;2017
579;Nov 17. 2022;Nice As Fuck;Runaway;Nice As Fuck;2016
580;Nov 17. 2022;Tee Rain;Windows Remix (Beat);Windows Remix (Beat);2009
581;Nov 17. 2022;The Rapture;Out Of The Races And Onto The Tracks (Album);Out Of The Races And Onto The Tracks;2016
582;Nov 17. 2022;Arcade Fire;Creature Comfort;Creature Comfort;2017
583;Nov 17. 2022;Jagwar Ma;That Loneliness;Howlin;2013
584;Nov 17. 2022;Pavement;We Are Underused;We Are Underused;2008
585;Nov 17. 2022;Frankie Cosmos;Cafeteria;Vessel;2018
586;Nov 17. 2022;The Men;Water Babies;Electric b/w Water Babies;2013
587;Nov 17. 2022;Django Django;Shake and Tremble;Shake and Tremble;2015
588;Nov 17. 2022;Father John Misty;Disappointing Diamonds Are the Rarest of Them All;Disappointing Diamonds Are the Rarest of Them All;2018
589;Nov 17. 2022;Ron Gallo;It's All Gonna Be OK;Stardust Birthday Party;2018
590;Nov 17. 2022;The White Stripes;Party of Special Things to Do;Party of Special Things to Do;2015
591;Nov 17. 2022;La Luz;T.V. Dream;Suicide Squeeze Records Presents Forever Singles;2014
592;Nov 17. 2022;The Flaming Lips;Sun Blows Up Today;Sun Blows Up Today (Non-Album Bonus Track);2013
593;Nov 17. 2022;The Feelies;Everybody's Got Something To Hide (Except Me And My Monkey);Everybody's Got Something To Hide (Except Me And My Monkey);2009
594;Nov 13. 2022;Beach Bunny;Dream Boy;Dream Boy;2019
595;Nov 13. 2022;Sylvan Esso;Radio;Indie Summer;2019
596;Nov 13. 2022;Bon Iver;For Emma;For Emma. Forever Ago;2008
597;Nov 13. 2022;Housewife;I'm Spent;I'm Spent;2022
598;Nov 13. 2022;The War On Drugs;Oceans of Darkness;Oceans of Darkness;2022
599;Nov 13. 2022;Vampire Weekend;Ya Hey;Ya Hey;2013
600;Nov 13. 2022;Oasis;Don't Look Back In Anger;Stop The Clocks;2008
601;Nov 13. 2022;Beach Weather;Sex. Drugs. Etc.;Chit Chat;2016
602;Nov 13. 2022;Band of Horses;The Funeral;Digital Bang: Sub Pop’s Amazon Sampler;2010
603;Nov 13. 2022;Plains;Problem With It;Problem With It;2022
604;Nov 13. 2022;Arctic Monkeys;Fluorescent Adolescent;Favourite Worst Nightmare;2007
605;Nov 13. 2022;Broken Bells;Saturdays;Into The Blue;2022
606;Nov 13. 2022;Archers of Loaf;Web in Front;Icky Mettle (Deluxe Reissue);2011
607;Nov 13. 2022;The Dandy Warhols;Godless;Thirteen Tales From Urban Bohemia;2009
608;Nov 13. 2022;Talking Heads;Psycho Killer (Remastered Album Version );The Best Of Talking Heads;2004
609;Nov 13. 2022;Beat Happening;Indian Summer;Look Around;2015
610;Nov 13. 2022;Adia Victoria;Different Kind Of Love;Different Kind Of Love;2019
611;Nov 13. 2022;Radiohead;Optimistic;Kid A;2000
612;Nov 13. 2022;Arcade Fire;My Body Is a Cage;Neon Bible;2017
613;Nov 13. 2022;Parquet Courts;Slide Machine;Slide Machine;2014
614;Nov 13. 2022;Violent Femmes;Out The Window;Why Do Birds Sing?;1991
615;Nov 13. 2022;Bass Drum of Death;Nerve Jamming;GB City;2011
616;Nov 13. 2022;Best Coast;Boyfriend;Crazy For You;2012
617;Nov 13. 2022;Blind Melon;Tones Of Home;Best Of Blind Melon;2005
618;Nov 13. 2022;Lucy Dacus;Night Shift;Night Shift;2017
619;Nov 13. 2022;Ty Segall;Son of Sam;Singles 2007-2010;2011
620;Nov 13. 2022;Alex G;Runner;Runner;2022
621;Nov 13. 2022;Weezer;In The Garage;Weezer;1994
622;Nov 13. 2022;The Breeders;Divine Hammer;Divine Hammer;1993
623;Nov 13. 2022;Blondie;Call Me;Blondie 4(0)-Ever: Greatest Hits Deluxe Redux / Ghosts Of Download;2014
624;Nov 10. 2022;Beck;Elevator Music;The Information;2006
625;Nov 10. 2022;Beach Bunny;Dream Boy;Dream Boy;2019
626;Nov 10. 2022;Sylvan Esso;Radio;Indie Summer;2019
627;Nov 10. 2022;Bon Iver;For Emma;For Emma. Forever Ago;2008
628;Nov 10. 2022;Housewife;I'm Spent;I'm Spent;2022
629;Nov 10. 2022;The War On Drugs;Oceans of Darkness;Oceans of Darkness;2022
630;Nov 10. 2022;Vampire Weekend;Ya Hey;Ya Hey;2013
631;Nov 10. 2022;Oasis;Don't Look Back In Anger;Stop The Clocks;2008
632;Nov 10. 2022;Beach Weather;Sex. Drugs. Etc.;Chit Chat;2016
633;Nov 10. 2022;Band of Horses;The Funeral;Digital Bang: Sub Pop’s Amazon Sampler;2010
634;Nov 10. 2022;Plains;Problem With It;Problem With It;2022
635;Nov 10. 2022;Arctic Monkeys;Fluorescent Adolescent;Favourite Worst Nightmare;2007
636;Nov 10. 2022;Broken Bells;Saturdays;Into The Blue;2022
637;Nov 10. 2022;Archers of Loaf;Web in Front;Icky Mettle (Deluxe Reissue);2011
638;Nov 10. 2022;The Dandy Warhols;Godless;Thirteen Tales From Urban Bohemia;2009
639;Nov 10. 2022;Talking Heads;Psycho Killer (Remastered Album Version );The Best Of Talking Heads;2004
640;Nov 10. 2022;Beat Happening;Indian Summer;Look Around;2015
641;Nov 10. 2022;Adia Victoria;Different Kind Of Love;Different Kind Of Love;2019
642;Nov 10. 2022;Radiohead;Optimistic;Kid A;2000
643;Nov 10. 2022;Arcade Fire;My Body Is A Cage;Euphoria Season 1;2021
644;Nov 10. 2022;Parquet Courts;Slide Machine;Slide Machine;2014
645;Nov 10. 2022;Violent Femmes;Out The Window;Why Do Birds Sing?;2011
646;Nov 10. 2022;Bass Drum of Death;Nerve Jamming;GB City;2011
647;Nov 10. 2022;Best Coast;Boyfriend;Crazy For You;2012
648;Nov 10. 2022;Blind Melon;Tones Of Home;Best Of Blind Melon;2005
649;Nov 10. 2022;Lucy Dacus;Night Shift;Night Shift;2017
650;Nov 10. 2022;Ty Segall;Son of Sam;Singles 2007-2010;2011
651;Nov 10. 2022;Alex G;Runner;Runner;2022
652;Nov 10. 2022;Weezer;In The Garage;Weezer;1994
653;Nov 10. 2022;The Breeders;Divine Hammer;Divine Hammer;1993
654;Nov 10. 2022;Blondie;Call Me;Blondie 4(0)-Ever: Greatest Hits Deluxe Redux / Ghosts Of Download;2014
655;Nov 6. 2022 ;The Shins;Australia;Australia (CD);2007
656;Nov 6. 2022 ;Modest Mouse;Ocean Breathes Salty (Album Version);Good News For People Who Love Bad News;2004
657;Nov 6. 2022 ;The Dead Weather;So Far from Your Weapon;Horehound;2500
658;Nov 6. 2022 ;Sebadoh;Willing To Wait;Willing To Wait;2006
659;Nov 6. 2022 ;Tijuana Panthers;Advice;EP;2008
660;Nov 6. 2022 ;Ty Segall;Drug Mugger;Mr. Face;2015
661;Nov 6. 2022 ;Pixies;Debaser;Death To The Pixies;1997
662;Nov 6. 2022 ;The Jon Spencer Blues Explosion;Cowboy;Orange;2010
663;Nov 6. 2022 ;King Khan & The Shrines;Born to Die;Idle No More;2013
664;Nov 6. 2022 ;Black Lips;Cold Hands;Good Bad Not Evil;2007
665;Nov 6. 2022 ;Twerps;I Don't Mind;Range Anxiety;2015
666;Nov 6. 2022 ;PJ Harvey;Down By The Water;To Bring You My Love;1995
667;Nov 6. 2022 ;Limes;Merrilly;Tarantula! / Blue Blood;2011
668;Nov 6. 2022 ;Matthew Sweet;Sick of Myself;Platinum & Gold Collection;1995
669;Nov 6. 2022 ;Hinds;Bamboo;Demo;2014
670;Nov 6. 2022 ;Pavement;Elevate Me Later;Elevate Me Later;1994
671;Nov 6. 2022 ;The Black Keys;She Said. She Said;The Big Come Up;2008
672;Nov 6. 2022 ;Blondie;One Way Or Another (2001 - Remaster);One Way Or Another;2013
673;Nov 6. 2022 ;Crocodiles;I Wanna Kill;Summer of Hate (Bonus Track Version);2014
674;Nov 6. 2022 ;Broken Bells;The Ghost Inside;The Ghost Inside;2010
675;Nov 6. 2022 ;Car Seat Headrest;Vincent;Vincent;2016
676;Nov 6. 2022 ;BRONCHO;Deena;Just Enough Hip to Be Woman;2014
677;Nov 6. 2022 ;Built To Spill;Sidewalk;Sidewalk;1999
678;Nov 6. 2022 ;Courtney Barnett;Nobody Really Cares If You Don't Go to the Party;Sometimes I Sit and Think. and Sometimes I Just Sit;2015
679;Nov 6. 2022 ;Radiohead;Man of War;OK Computer OKNOTOK 1997 2017;2017
680;Nov 6. 2022 ;The White Stripes;Rag and Bone;Rag and Bone;2020
681;Nov 6. 2022 ;Ne-Hi;Since I've Been Thinking;NE-HI;2014
682;Nov 6. 2022 ;Neutral Milk Hotel;You've Passed;On Avery Island;1996
683;Nov 6. 2022 ;Tacocat;The Internet;Lost Time;2016
684;Nov 6. 2022 ;Frankie Cosmos;On the Lips;On the Lips;2016
685;Nov 6. 2022 ;The Coathangers;Down Down;Nosebleed Weekend;2016
686;Nov 6. 2022 ;Astralasia;Realise Your Purpose;Astralogy;2014
687;Nov 6. 2022 ;The Unicorns;I Was Born (A Unicorn);Who Will Cut Our Hair When We're Gone? (Remastered);2014
688;Nov 3. 2022 ;The Shins;Australia;Australia (CD);2007
689;Nov 3. 2022 ;Modest Mouse;Ocean Breathes Salty (Album Version);Good News For People Who Love Bad News;2004
690;Nov 3. 2022 ;The Dead Weather;So Far from Your Weapon;Horehound;2500
691;Nov 3. 2022 ;Sebadoh;Willing To Wait;Willing To Wait;2006
692;Nov 3. 2022 ;Tijuana Panthers;Advice;EP;2008
693;Nov 3. 2022 ;Ty Segall;Drug Mugger;Mr. Face;2015
694;Nov 3. 2022 ;Pixies;Debaser;Death To The Pixies;1997
695;Nov 3. 2022 ;The Jon Spencer Blues Explosion;Cowboy;Orange;2010
696;Nov 3. 2022 ;King Khan & the Shrines;Born to Die;Idle No More;2013
697;Nov 3. 2022 ;Black Lips;Cold Hands;Good Bad Not Evil;2007
698;Nov 3. 2022 ;Twerps;I Don't Mind;Range Anxiety;2015
699;Nov 3. 2022 ;Paul Leonard Morgan;Shining Light 1;Creative World;2003
700;Nov 3. 2022 ;PJ Harvey;Down By The Water;To Bring You My Love;1995
701;Nov 3. 2022 ;Limes;Merrilly;Tarantula! / Blue Blood;2011
702;Nov 3. 2022 ;Matthew Sweet;Sick of Myself;Platinum & Gold Collection;1995
703;Nov 3. 2022 ;Hinds;Bamboo;Demo;2014
704;Nov 3. 2022 ;Pavement;Elevate Me Later;Elevate Me Later;1994
705;Nov 3. 2022 ;The Black Keys;She Said. She Said;The Big Come Up;2008
706;Nov 3. 2022 ;Cherry Glazerr;Nurse Ratched;Nurse Ratched;2016
707;Nov 3. 2022 ;Blondie;One Way Or Another (2001 - Remaster);One Way Or Another;2013
708;Nov 3. 2022 ;Crocodiles;I Wanna Kill;Summer Of Hate;2009
709;Nov 3. 2022 ;Broken Bells;The Ghost Inside;The Ghost Inside;2010
710;Nov 3. 2022 ;Car Seat Headrest;Vincent;Vincent;2016
711;Nov 3. 2022 ;BRONCHO;Deena;Just Enough Hip to Be Woman;2014
712;Nov 3. 2022 ;Built To Spill;Sidewalk;Sidewalk;1999
713;Nov 3. 2022 ;Courtney Barnett;Nobody Really Cares If You Don't Go to the Party;Sometimes I Sit and Think. and Sometimes I Just Sit;2015
714;Nov 3. 2022 ;Radiohead;Man of War;Man of War;2017
715;Nov 3. 2022 ;The White Stripes;Rag and Bone;Icky Thump;2007
716;Nov 3. 2022 ;Ne-Hi;Since I've Been Thinking;NE-HI;2014
717;Nov 3. 2022 ;Neutral Milk Hotel;You've Passed;On Avery Island;1996
718;Nov 3. 2022 ;Tacocat;The Internet;Lost Time;2016
719;Nov 3. 2022 ;Frankie Cosmos;On the Lips;On the Lips;2016
720;Nov 3. 2022 ;The Coathangers;Down Down;Nosebleed Weekend;2016
721;Nov 3. 2022 ;The Unicorns;I Was Born (A Unicorn);Who Will Cut Our Hair When We're Gone? (Remastered);2014
722;Oct 30. 2022;alt-J;Breezeblocks;An Awesome Wave (Deluxe Version);2012
723;Oct 30. 2022;Nirvana;Breed;Nevermind;2011
724;Oct 30. 2022;Night Beats;Outta Mind;Sonic Bloom;2013
725;Oct 30. 2022;The Afghan Whigs;Summer's Kiss;Summer's Kiss;1996
726;Oct 30. 2022;Alabama Shakes;Hang Loose;Boys & Girls;2012
727;Oct 30. 2022;The Amps;Pacer;Pacer;1995
728;Oct 30. 2022;Band Of Horses;Cigarettes. Wedding Bands;Cease to Begin;2007
729;Oct 30. 2022;Beat Happening;Fortune Cookie Prize;Look Around;2015
730;Oct 30. 2022;Two Door Cinema Club;What You Know;OUI FM 2011;2011
731;Oct 30. 2022;Pavement;Shady Lane/J Vs. S;Shady Lane/J Vs. S;2010
732;Oct 30. 2022;Parquet Courts;These Boots Are Made For Walkin';These Boots Are Made For Walkin';2014
733;Oct 30. 2022;Violent Femmes;American Music;Why Do Birds Sing?;2011
734;Oct 30. 2022;The Strokes;Someday;Is This It;2001
735;Oct 30. 2022;Kevin Morby;Rock Bottom;This Is A Photograph;2022
736;Oct 30. 2022;Sylvan Esso;Sunburn;Sunburn;2022
737;Oct 30. 2022;The Happy Fits;Hold Me Down;What Could Be Better;2020
738;Oct 30. 2022;Fruit Bats;The Balcony;The Pet Parade;2021
739;Oct 30. 2022;The Stone Roses;Love Spreads;Second Coming;1994
740;Oct 30. 2022;Someone Still Loves You Boris Yeltsin;Step Brother City;The High Country;2015
741;Oct 30. 2022;Splashh;All I Wanna Do;Comfort;2013
742;Oct 30. 2022;Ron Gallo;Why Do You Have Kids?;Heavy Meta;2017
743;Oct 30. 2022;Reigning Sound;I'd Much Rather Be With The Boys;Time Bomb High School;2002
744;Oct 30. 2022;Radiohead;2 + 2 = 5;2 + 2 = 5;2003
745;Oct 30. 2022;The Raconteurs;Salute Your Solution;Consolers Of The Lonely;2008
746;Oct 30. 2022;The Psychedelic Furs;Pretty in Pink;Essential Rock - Definitive Rock Classics And Power Ballads;2009
747;Oct 30. 2022;Portugal. The Man;So American;In the Mountain in the Cloud;2011
748;Oct 30. 2022;Pixies;Where Is My Mind?;Death To The Pixies;1997
749;Oct 30. 2022;Beck;The New Pollution;Odelay;1996
750;Oct 30. 2022;DIIV;Out of Mind;Is the Is Are;2016
751;Oct 30. 2022;Superchunk;Me & You & Jackie Mittoo;I Hate Music;2013
752;Oct 30. 2022;The New Pornographers;Whiteout Conditions;Whiteout Conditions;2017
753;Oct 30. 2022;Courtney Barnett;Pickles From The Jar;A Pair Of Pears (With Shadows);2014
754;Oct 27. 2022;alt-J;Breezeblocks;An Awesome Wave (Deluxe Version);2012
755;Oct 27. 2022;Nirvana;Breed;Nevermind;2011
756;Oct 27. 2022;Night Beats;Outta Mind;Sonic Bloom;2013
757;Oct 27. 2022;The Afghan Whigs;Summer's Kiss;Summer's Kiss;1996
758;Oct 27. 2022;Alabama Shakes;Hang Loose;Boys & Girls;2012
759;Oct 27. 2022;The Amps;Pacer;Pacer;1995
760;Oct 27. 2022;The B-52's;Dance This Mess Around;B-52's;2015
761;Oct 27. 2022;Band Of Horses;Cigarettes. Wedding Bands;Cease to Begin;2007
762;Oct 27. 2022;Beat Happening;Fortune Cookie Prize;Look Around;2015
763;Oct 27. 2022;Two Door Cinema Club;What You Know;OUI FM 2011;2011
764;Oct 27. 2022;Pavement;Shady Lane/J Vs. S;Shady Lane/J Vs. S;2010
765;Oct 27. 2022;Parquet Courts;These Boots Are Made For Walkin';These Boots Are Made For Walkin';2014
766;Oct 27. 2022;Violent Femmes;American Music;Why Do Birds Sing?;2011
767;Oct 27. 2022;The Strokes;Someday;Is This It;2001
768;Oct 27. 2022;Kevin Morby;Rock Bottom;This Is A Photograph;2022
769;Oct 27. 2022;Sylvan Esso;Sunburn;Sunburn;2022
770;Oct 27. 2022;The Happy Fits;Hold Me Down;What Could Be Better;2020
771;Oct 27. 2022;Fruit Bats;The Balcony;The Pet Parade;2021
772;Oct 27. 2022;The Stone Roses;Love Spreads;Second Coming;1994
773;Oct 27. 2022;Someone Still Loves You Boris Yeltsin;Step Brother City;The High Country;2015
774;Oct 27. 2022;Splashh;All I Wanna Do;All I Wanna Do;2012
775;Oct 27. 2022;Ron Gallo;Why Do You Have Kids?;Heavy Meta;2017
776;Oct 27. 2022;Reigning Sound;I'd Much Rather Be With The Boys;Time Bomb High School;2002
777;Oct 27. 2022;Radiohead;2 + 2 = 5;2 + 2 = 5;2003
778;Oct 27. 2022;The Raconteurs;Salute Your Solution;Consolers Of The Lonely;2008
779;Oct 27. 2022;The Psychedelic Furs;Pretty in Pink;Essential Rock - Definitive Rock Classics And Power Ballads;2009
780;Oct 27. 2022;Portugal. The Man;So American;In the Mountain in the Cloud;2011
781;Oct 27. 2022;Pixies;Where Is My Mind?;Death To The Pixies;1997
782;Oct 27. 2022;Beck;The New Pollution;Odelay;1996
783;Oct 27. 2022;DIIV;Out of Mind;Is the Is Are;2016
784;Oct 27. 2022;Ezra Furman;Unbelievers;Unbelievers;2018
785;Oct 27. 2022;Superchunk;Me & You & Jackie Mittoo;I Hate Music;2013
786;Oct 27. 2022;The New Pornographers;Whiteout Conditions;Whiteout Conditions;2017
787;Oct 27. 2022;Courtney Barnett;Pickles From The Jar;A Pair Of Pears (With Shadows);2014
788;Oct 23. 2022;The Black Angels;Young Men Dead;Passover;2008
789;Oct 23. 2022;Arcade Fire;We Used To Wait;The Suburbs;2010
790;Oct 23. 2022;Cold War Kids;I've Seen Enough;Loyalty To Loyalty;2016
791;Oct 23. 2022;Mdou Moctar;Inizgam;Ilana (The Creator);2019
792;Oct 23. 2022;The Kills;Fried My Little Brains;Keep On Your Mean Side;2003
793;Oct 23. 2022;Pixies;Wave of Mutilation (UK Surf);Southland Tales (Original Soundtrack);2020
